,time,flux,flux_err
0,0.0,0.9976514200733438,0.001
1,0.02,0.9937821587413235,0.001
2,0.04,0.9990939951280764,0.001
3,0.06,0.9956790474132086,0.001
4,0.08,0.9994157086166684,0.001
5,0.1,0.9988378702868551,0.001
6,0.12,0.9996850936045684,0.001
7,0.14,0.9998790388632552,0.001
8,0.16,1.0024615098208256,0.001
9,0.18,0.9986482723838351,0.001
10,0.2,0.9998780710525418,0.001
11,0.22,0.9991410493801173,0.001
12,0.24,1.0001490610139396,0.001
13,0.26,1.0011483599228044,0.001
14,0.28,1.0009054866164666,0.001
15,0.3,1.0013219058531517,0.001
16,0.32,0.9999439377927528,0.001
17,0.34,0.9993657787178734,0.001
18,0.36,1.000105849706586,0.001
19,0.38,1.0017248142112412,0.001
20,0.4,0.9987862873735022,0.001
21,0.42,0.9985673803165411,0.001
22,0.44,0.9991508606527875,0.001
23,0.46,0.9982251520964192,0.001
24,0.48,1.0007357909157966,0.001
25,0.5,1.0003686210236198,0.001
26,0.52,0.9982885373829492,0.001
27,0.54,1.0004893020442878,0.001
28,0.56,1.0018527475084833,0.001
29,0.58,1.0004710803960142,0.001
30,0.6,0.9991565555333294,0.001
31,0.62,0.9995593178492277,0.001
32,0.64,0.9993649425749255,0.001
33,0.66,0.9997113146792874,0.001
34,0.68,1.0012651606884635,0.001
35,0.7000000000000001,0.9986971058561288,0.001
36,0.72,1.0004740899645408,0.001
37,0.74,0.9986930239477233,0.001
38,0.76,1.0015686209370434,0.001
39,0.78,0.9992583597143883,0.001
40,0.8,1.0001564089305792,0.001
41,0.8200000000000001,1.0005385238552669,0.001
42,0.84,1.0008921890851528,0.001
43,0.86,0.9993897672573095,0.001
44,0.88,1.0006043003230094,0.001
45,0.9,0.9995138765584723,0.001
46,0.92,0.9983471969272237,0.001
47,0.9400000000000001,0.9990241523399823,0.001
48,0.96,0.9988424404165261,0.001
49,0.98,1.0016770506002024,0.001
50,1.0,0.9997965561737491,0.001
51,1.02,0.9983854442364943,0.001
52,1.04,1.0025050930596326,0.001
53,1.06,1.000904431438916,0.001
54,1.08,0.9997215352205103,0.001
55,1.1,0.9989949028338084,0.001
56,1.12,1.0025538738898607,0.001
57,1.1400000000000001,0.9995051074839459,0.001
58,1.16,1.0007075208035305,0.001
59,1.18,1.0001953322667718,0.001
60,1.2,1.0010214906103614,0.001
61,1.22,1.001097030915857,0.001
62,1.24,0.9994547697613603,0.001
63,1.26,0.9998520538636279,0.001
64,1.28,0.9989970053407291,0.001
65,1.3,0.9990193739227496,0.001
66,1.32,0.9986960450836447,0.001
67,1.34,1.0004794529159025,0.001
68,1.36,0.9999237898252288,0.001
