,time,flux,flux_err
0,0.0,0.9992996497731145,0.001
1,0.02,0.9993237167384386,0.001
2,0.04,1.000519306592011,0.001
3,0.06,0.9992946673944283,0.001
4,0.08,0.9998129189732385,0.001
5,0.1,0.9988646966168135,0.001
6,0.12,0.9996186092048306,0.001
7,0.14,1.0002140404190698,0.001
8,0.16,0.9997668952661389,0.001
9,0.18,0.9993297262573224,0.001
10,0.2,0.99850203101982,0.001
11,0.22,1.000658493582255,0.001
12,0.24,0.9993937455850573,0.001
13,0.26,1.0014559870892659,0.001
14,0.28,1.0018685322778635,0.001
15,0.3,0.9982664826092839,0.001
16,0.32,1.000958203424099,0.001
17,0.34,0.9998838525574265,0.001
18,0.36,0.9990358779758578,0.001
19,0.38,1.0011817136816328,0.001
20,0.4,1.0009164804597093,0.001
21,0.42,1.0009536769287584,0.001
22,0.44,0.9993922884485664,0.001
23,0.46,1.0026797596557402,0.001
24,0.48,1.000793073244293,0.001
25,0.5,0.9990470057260877,0.001
26,0.52,0.9980813040202677,0.001
27,0.54,0.9997153686015049,0.001
28,0.56,1.0010006978452524,0.001
29,0.58,1.0013955029424022,0.001
30,0.6,1.0009470349478644,0.001
31,0.62,1.0018630567766258,0.001
32,0.64,0.9986520513108829,0.001
33,0.66,0.9999978600462224,0.001
34,0.68,0.9983066490023814,0.001
35,0.7000000000000001,0.9993379212321747,0.001
36,0.72,1.0014373993272183,0.001
37,0.74,0.9995597175583292,0.001
38,0.76,0.9992774633048866,0.001
39,0.78,1.0003934818673552,0.001
40,0.8,1.0007242322441738,0.001
41,0.8200000000000001,1.0000189816321616,0.001
42,0.84,1.0000882122741361,0.001
43,0.86,1.0002540445450965,0.001
44,0.88,1.0006402334954345,0.001
45,0.9,1.001927970429197,0.001
46,0.92,1.0004370356606083,0.001
47,0.9400000000000001,0.9974051099834587,0.001
48,0.96,1.0001148102912416,0.001
49,0.98,0.9980454685477987,0.001
50,1.0,0.9997171974950051,0.001
51,1.02,0.998600537864003,0.001
52,1.04,1.0000891995917884,0.001
53,1.06,0.9999732225373007,0.001
54,1.08,1.0002269903849643,0.001
55,1.1,1.0005206123543358,0.001
56,1.12,1.0005800163365923,0.001
57,1.1400000000000001,0.997858712615265,0.001
58,1.16,1.0005136461893078,0.001
59,1.18,0.9994711956170208,0.001
60,1.2,0.9995491866446321,0.001
61,1.22,1.0009915376675333,0.001
62,1.24,1.0001924298377036,0.001
63,1.26,1.0002689955909674,0.001
64,1.28,1.0005625837297947,0.001
65,1.3,0.9993693632050458,0.001
66,1.32,0.9996433503089207,0.001
67,1.34,1.0010631142482374,0.001
68,1.36,1.0007515915647216,0.001
69,1.3800000000000001,1.0003260263413958,0.001
70,1.4000000000000001,0.9995442974717628,0.001
71,1.42,1.0010930859076517,0.001
72,1.44,1.0007678511119331,0.001
73,1.46,0.9994741046603328,0.001
74,1.48,1.0006492051432585,0.001
75,1.5,1.0008453435407585,0.001
76,1.52,0.9982140864718628,0.001
77,1.54,1.000856560022694,0.001
78,1.56,0.9999135786091309,0.001
79,1.58,0.9990384778607985,0.001
80,1.6,1.0005968258304785,0.001
81,1.62,1.0003488422301983,0.001
82,1.6400000000000001,1.0029874255999753,0.001
83,1.6600000000000001,1.000996299518358,0.001
84,1.68,1.0006306591351528,0.001
85,1.7,0.9994390665905079,0.001
86,1.72,0.9998264491423159,0.001
87,1.74,1.0004733815014688,0.001
88,1.76,0.9985235361140407,0.001
89,1.78,1.0006408412474566,0.001
90,1.8,0.9990115954404513,0.001
91,1.82,0.9993886149114602,0.001
92,1.84,1.000121434919725,0.001
93,1.86,1.0001679084310342,0.001
94,1.8800000000000001,0.998611381762181,0.001
95,1.9000000000000001,1.0006134067453358,0.001
96,1.92,1.0008152797266907,0.001
97,1.94,1.000131991935963,0.001
98,1.96,0.9995850374621511,0.001
99,1.98,0.9995759899161512,0.001
100,2.0,0.9990169525141758,0.001
101,2.02,1.0004057989389865,0.001
102,2.04,0.999742113859459,0.001
103,2.06,0.9988412937215337,0.001
104,2.08,1.0009496624331178,0.001
105,2.1,1.000146717301381,0.001
106,2.12,1.0025616738305303,0.001
107,2.14,0.9964270753663097,0.001
108,2.16,1.0002091563750304,0.001
109,2.18,1.0000629901872562,0.001
110,2.2,1.0009115744251071,0.001
111,2.22,0.9997384545154299,0.001
112,2.24,1.000289066094322,0.001
113,2.2600000000000002,0.9990437346834108,0.001
114,2.2800000000000002,0.9974680203475397,0.001
115,2.3000000000000003,0.9997898805637753,0.001
116,2.32,0.9999530538678569,0.001
117,2.34,1.0000352735368352,0.001
118,2.36,1.00098506114864,0.001
119,2.38,0.9993928589261217,0.001
120,2.4,1.0002749615289561,0.001
121,2.42,0.9995647193997159,0.001
122,2.44,1.0007420082454355,0.001
123,2.46,0.9991526844403393,0.001
124,2.48,0.9995262047112506,0.001
125,2.5,0.9994040089014022,0.001
126,2.52,1.0007691052467502,0.001
127,2.54,0.9991635144266902,0.001
128,2.56,1.000188125594898,0.001
129,2.58,1.0003999833633985,0.001
130,2.6,1.0004839519976485,0.001
131,2.62,1.001119436657185,0.001
132,2.64,1.000654766274163,0.001
133,2.66,0.9978096519798292,0.001
134,2.68,1.000548014768165,0.001
135,2.7,1.000059272865974,0.001
136,2.72,1.0012703037850077,0.001
137,2.74,1.0013026883311675,0.001
138,2.7600000000000002,1.000014176613545,0.001
139,2.7800000000000002,0.9992929397456068,0.001
140,2.8000000000000003,0.9995144196039599,0.001
141,2.82,0.9995098866119423,0.001
142,2.84,0.9995273789933301,0.001
143,2.86,1.0012858278611847,0.001
144,2.88,1.0002297090102752,0.001
145,2.9,0.9997928763786997,0.001
146,2.92,0.9991511878939157,0.001
147,2.94,1.001057736160768,0.001
148,2.96,1.0011860689917003,0.001
149,2.98,1.000256616058269,0.001
150,3.0,1.000306968765737,0.001
151,3.02,1.000518618442654,0.001
152,3.04,1.0003244078105713,0.001
153,3.06,0.9998077230751029,0.001
154,3.08,0.9995865430385462,0.001
155,3.1,0.9991353659947754,0.001
156,3.12,0.9992616595418218,0.001
157,3.14,1.0009390302730505,0.001
158,3.16,0.9995045317965843,0.001
159,3.18,0.9992662178426245,0.001
160,3.2,1.000620547578035,0.001
161,3.22,0.9999297504951,0.001
162,3.24,0.9991702767539936,0.001
163,3.2600000000000002,0.9999564476754081,0.001
164,3.2800000000000002,1.0003427495608241,0.001
165,3.3000000000000003,0.9989586788454821,0.001
