,time,flux,flux_err
0,0.0,0.9891822933015628,0.001
1,0.02,0.9913263276774621,0.001
2,0.04,0.9954098255919241,0.001
3,0.06,0.9968650888622367,0.001
4,0.08,0.9994936161298236,0.001
5,0.1,1.0000411141714602,0.001
6,0.12,0.9988625589630563,0.001
7,0.14,0.9997456734034701,0.001
8,0.16,0.9996062989229028,0.001
9,0.18,0.9987656035673519,0.001
10,0.2,0.9996093938019238,0.001
11,0.22,0.9996862779566443,0.001
12,0.24,1.0000884124032383,0.001
13,0.26,0.9983680593552098,0.001
14,0.28,1.0009185365017237,0.001
15,0.3,1.001619367880872,0.001
16,0.32,1.000524615049224,0.001
17,0.34,0.9987138258089304,0.001
18,0.36,0.9994879246003102,0.001
19,0.38,1.000970836020319,0.001
20,0.4,1.001842765622059,0.001
21,0.42,0.9992248698523216,0.001
22,0.44,1.000218921360203,0.001
23,0.46,0.9989717622417418,0.001
24,0.48,1.0000658893891246,0.001
25,0.5,0.9984402098097006,0.001
26,0.52,1.0004529638705326,0.001
27,0.54,1.0002055041631837,0.001
28,0.56,0.9997467412434962,0.001
29,0.58,0.999152882276187,0.001
30,0.6,0.9991063260768116,0.001
31,0.62,0.9987313933345762,0.001
32,0.64,1.0001227796238503,0.001
33,0.66,0.9992399189724132,0.001
34,0.68,0.9993806426974009,0.001
35,0.7000000000000001,1.0000772691761675,0.001
36,0.72,0.9994988657148204,0.001
37,0.74,1.0003848750920994,0.001
38,0.76,0.9996818692173794,0.001
39,0.78,1.0001711695178823,0.001
40,0.8,0.9998026458180078,0.001
41,0.8200000000000001,0.9989265826611038,0.001
42,0.84,0.9993846038808711,0.001
43,0.86,1.0008809295583518,0.001
44,0.88,1.0004314740115485,0.001
45,0.9,0.9998229244971866,0.001
46,0.92,1.0005810785429428,0.001
47,0.9400000000000001,0.9999731019376981,0.001
48,0.96,0.9993481712688838,0.001
49,0.98,0.9999599924695468,0.001
50,1.0,1.0003402222709727,0.001
51,1.02,0.9999796397829622,0.001
52,1.04,1.000436556588218,0.001
53,1.06,1.0006631331140243,0.001
54,1.08,1.0005234775104552,0.001
55,1.1,1.0002127417982478,0.001
56,1.12,0.998765432877295,0.001
57,1.1400000000000001,1.0013759235492414,0.001
58,1.16,1.0003510880643793,0.001
59,1.18,0.9979599610193027,0.001
60,1.2,1.0007500005904164,0.001
61,1.22,0.9985951079252136,0.001
62,1.24,0.9984376808079937,0.001
63,1.26,1.0004160245664355,0.001
64,1.28,1.0003379326091104,0.001
65,1.3,1.0002966579961365,0.001
66,1.32,1.0011051250736023,0.001
67,1.34,0.9998650861007066,0.001
68,1.36,0.9994862033261869,0.001
69,1.3800000000000001,1.0007117304825597,0.001
70,1.4000000000000001,0.9996048390492902,0.001
71,1.42,0.9999523522899374,0.001
72,1.44,1.0002251354124758,0.001
73,1.46,0.9989108664721521,0.001
74,1.48,1.0013411269333825,0.001
75,1.5,1.0023333979621365,0.001
76,1.52,1.0001094596764624,0.001
77,1.54,0.9999822587917004,0.001
78,1.56,1.0001947778780926,0.001
79,1.58,0.9998556063275513,0.001
80,1.6,0.9993756885707104,0.001
81,1.62,1.0000161641505037,0.001
82,1.6400000000000001,1.0004058949489032,0.001
83,1.6600000000000001,0.9980082744744961,0.001
84,1.68,0.9989212170639619,0.001
85,1.7,1.0001709686380535,0.001
86,1.72,1.0019735969877048,0.001
87,1.74,0.9996244957802635,0.001
88,1.76,0.9998233608188807,0.001
89,1.78,0.9987895368613111,0.001
90,1.8,0.9987370039730271,0.001
91,1.82,1.0003288141814426,0.001
92,1.84,0.9998945978690501,0.001
